工作名称,工作地点,工作公司,工作薪资,工作学历,工作标签,工作经验,招聘详情页链接
开发工程师,苏州·吴中区·郭巷,税虫信息科技股份,4-9K,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/805c72b0894f44c73nV_2tq9Eg~~.html
Odoo开发工程师,苏州·张家港市·杨舍镇,上海央达,10-15K,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/80f40b067c1bfae91nF-39m9FFQ~.html
Python开发工程师,苏州·苏州工业园区·湖东,中工数字,9-10K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/fc552f7d0dd56eb31nx-2ti8ElI~.html
Python开发工程师,苏州,新电科技,8-13K,大专,互联网,1-3年,https://www.zhipin.com/gongsi/d7893accff3c4c351nd62tq5EFQ~.html
odoo开发工程师,苏州·相城区·蠡口家具城,中亿丰,12-18K·13薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/d71757a1fe1314ae1nN93Ni9EFA~.html
python开发,苏州·苏州工业园区·湖东,创腾科技,15-20K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/74e3340fddd1acce0nd5396_.html
web工程师,苏州·苏州工业园区·东沙湖,星融,11-20K·15薪,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/315f26759eb9c76033143di4EA~~.html
软件研发工程师（Python界面开发）,苏州,谷夫道,11-20K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/7d06cdfc21a4039c03Fy3dy9GA~~.html
Python后端工程师,苏州·相城区·元和,capsio,6-30K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/c93ed2d8583753610HV43tS9Fw~~.html
Python开发工程师,苏州·相城区·元和,昆山一百,15-20K,大专,计算机软件,5-10年,https://www.zhipin.com/gongsi/c06506264cd39cdc0Hx939S0FA~~.html
软件工程师,苏州·常熟市·碧溪镇,奇流,15-19K,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/9494bb127b2170771nZy3N-_FlU~.html
Python开发工程师,苏州·吴江区·太湖新城（吴江）,江苏创源智能,15-20K,本科,仪器仪表/工业自动化,5-10年,https://www.zhipin.com/gongsi/17de181fea948db81H1739u6Fg~~.html
Python开发工程师,苏州·虎丘区·高新区,南京容信,13-16K,大专,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/79aceb991d2944d71nF73967Ew~~.html
Python后端研发工程师+双休+互联网教育,苏州·苏州工业园区·独墅湖,研途教育科技,10-15K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/794b561009c898fc1nR62d-1.html
软件开发实习生,苏州·苏州工业园区·独墅湖,巴纳德,200-250元/天,本科,计算机软件,3天/周3个月,https://www.zhipin.com/gongsi/70154d3196a7f1991nR-29q0GFM~.html
python爬虫,苏州·吴中区·郭巷,加洲网络信息,6-10K,本科,电子商务,经验不限,https://www.zhipin.com/gongsi/7457b1759301016f1ndy3tu1EVA~.html
python开发,苏州·苏州工业园区·独墅湖,中软国际,11-20K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
Python开发工程师,苏州,誉隆信息,10-15K·13薪,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/bc666f46f311ccdb1XV63ty_Fg~~.html
python开发,苏州·虎丘区·高新区,Sifo,8-13K,本科,仪器仪表/工业自动化,1-3年,https://www.zhipin.com/gongsi/1f7ce5748ce973201XZ50tS7EQ~~.html
编程老师,苏州·吴中区·木渎,筑巢,8-12K,本科,广告营销,经验不限,https://www.zhipin.com/gongsi/22853c24164fe7a21HN509q4EA~~.html
Python后端开发工程师,苏州·苏州工业园区·独墅湖,随身玩,8-13K,大专,互联网,1-3年,https://www.zhipin.com/gongsi/7318445a61d1357f0XR52t24.html
Python实习生,苏州·苏州工业园区·湖东,慧维智能,6-10K·14薪,本科,医疗健康,经验不限,https://www.zhipin.com/gongsi/8ea3e3e858fabfc70nd439S4Fg~~.html
初级Python工程师,苏州·苏州工业园区·娄葑,思杰马克丁,7-10K,大专,互联网,1-3年,https://www.zhipin.com/gongsi/b23ae2c2db267c301XFz2N-1.html
爬虫开发工程师,苏州·苏州工业园区·独墅湖,黑云信息科技,7-8K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/6b98833f7e0d6bee03J82dy_FQ~~.html
Python开发工程师,苏州·苏州工业园区·月亮湾,聪创科技,10-15K,本科,互联网,经验不限,https://www.zhipin.com/gongsi/7d67b198abe5e86c1Hx9098~.html
后端工程师,苏州·苏州工业园区·湖东,星昕教育,15-28K·13薪,本科,在线教育,5-10年,https://www.zhipin.com/gongsi/24d7968e78cded870XJ72Ny9EQ~~.html
python工程师,苏州·苏州工业园区·独墅湖,众言科技,10-15K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
后端开发工程师,苏州·吴江区·松陵,中贸大数据,8-9K,本科,数据服务,1-3年,https://www.zhipin.com/gongsi/cb263dec33cce4e71nd-2dW6E1o~.html
Python开发工程师,苏州·苏州工业园区·玲珑,艾聚达,10-15K·13薪,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/0b07f4501c9b3d881nd92dS7FFQ~.html
Python开发实习生,苏州,新电科技,2-3K,大专,互联网,经验不限,https://www.zhipin.com/gongsi/d7893accff3c4c351nd62tq5EFQ~.html
软件开发工程师,苏州·相城区·元和,capsio,6-30K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/c93ed2d8583753610HV43tS9Fw~~.html
Python 开发工程师（异地招聘）,苏州·苏州工业园区·独墅湖,华为,18-23K·15薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
python,苏州·苏州工业园区·独墅湖,中软国际,11-20K,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
后端开发工程师,苏州·苏州工业园区·独墅湖,迈科网络,9-14K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/0d382e9128b119f51Xx709U~.html
Python开发工程师,苏州·苏州工业园区·斜塘,美能华智能科技,8-13K,本科,计算机服务,1-3年,https://www.zhipin.com/gongsi/988ddb1b1a04f55e3ndz2t6-GA~~.html
Python开发,苏州·相城区·元和,中亿丰,10-15K·13薪,大专,互联网,1-3年,https://www.zhipin.com/gongsi/d71757a1fe1314ae1nN93Ni9EFA~.html
Python,苏州·昆山市·锦溪,益麦电磁,10-11K,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/d8a57555a93cf0a00nR-3Nm4.html
SDN控制器研发工程师,苏州·苏州工业园区·东沙湖,星融,10-15K·15薪,本科,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/315f26759eb9c76033143di4EA~~.html
ODOO开发工程师,苏州·相城区·元和,昆山一百,4-5K,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/c06506264cd39cdc0Hx939S0FA~~.html
软件开发实习生,苏州·苏州工业园区·独墅湖,黑云信息科技,3-6K,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/6b98833f7e0d6bee03J82dy_FQ~~.html
后端开发实习生,苏州·苏州工业园区·独墅湖,众言科技,3-5K,本科,互联网,经验不限,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
Python开发,苏州·苏州工业园区·独墅湖,中软国际,11-19K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
python开发工程师,苏州·苏州工业园区·独墅湖,众言科技,8-13K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
python软件工程师,苏州·苏州工业园区·独墅湖,巴纳德,8-13K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/70154d3196a7f1991nR-29q0GFM~.html
Python开发,苏州·苏州工业园区·独墅湖,中软国际,15-18K,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
初级python开发,苏州·苏州工业园区·独墅湖,众言科技,7-12K,本科,互联网,经验不限,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
Odoo OpenERP 项目开发工程师,苏州·苏州工业园区·独墅湖,巴纳德,10-15K·13薪,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/70154d3196a7f1991nR-29q0GFM~.html
python开发实习生,苏州·苏州工业园区·独墅湖,众言科技,3-5K,本科,互联网,经验不限,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
初级python工程师,苏州·苏州工业园区·独墅湖,众言科技,7-12K,本科,互联网,经验不限,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
python开发工程师,苏州·苏州工业园区·独墅湖,众言科技,10-12K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
Python开发工程师,苏州·苏州工业园区·独墅湖,众言科技,7-12K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
python后端开发工程师（实习/校招）-苏州,苏州·苏州工业园区·独墅湖,众言科技,5-10K,本科,互联网,在校/应届,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
python后端开发工程师,苏州·苏州工业园区·独墅湖,众言科技,8-13K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
高级Python开发工程师,苏州·苏州工业园区·独墅湖,众言科技,15-22K·13薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
Python开发工程师,苏州·苏州工业园区·独墅湖,众言科技,9-14K·13薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
Python,苏州·苏州工业园区·独墅湖,众言科技,100-150元/天,本科,互联网,4天/周6个月,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
Python,苏州·吴中区·独墅湖,众言科技,10-20K,硕士,互联网,3-5年,https://www.zhipin.com/gongsi/90b0a4e09f41aaa90XZ839i_.html
Python开发-云计算研发,武汉,首都在线,15-30K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/ab5156bf0e6bcc1e1nB_0tQ~.html
高级Python开发工程师,武汉·洪山区·南湖,易佰网络,15-22K,本科,电子商务,5-10年,https://www.zhipin.com/gongsi/16187be340a4bd9e1HF539y1.html
python开发工程师,武汉·江夏区·光谷,绿盟科技,15-25K·14薪,本科,信息安全,5-10年,https://www.zhipin.com/gongsi/56fcc3e5c3f3939d1Xd929q4.html
python,武汉·江夏区·光谷东,软通动力信息技术集团,11-22K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
python,武汉·洪山区·花山,软通动力,12-24K,大专,计算机软件,经验不限,https://www.zhipin.com/gongsi/c8311034740eee121nVz09S7E1U~.html
云网络后台开发工程师(全资公司编制),武汉,腾讯互娱,16-25K,本科,游戏,3-5年,https://www.zhipin.com/gongsi/85376ffb0363e0980nJ72Nm9.html
Python软件开发工程师,武汉·江夏区·光谷东,华为技术有限公司,20-40K·15薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
python开发,武汉·江夏区·光谷东,华为,15-25K·14薪,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
Python开发工程师,武汉·江夏区·光谷东,华为终端有限公司,15-30K,本科,通信/网络设备,经验不限,https://www.zhipin.com/gongsi/1fcb005b2df3d7d303J73dW4Ew~~.html
服务端研发工程师,武汉·洪山区·珞狮南路,多益网络,13-25K·14薪,不限,互联网,经验不限学历,https://www.zhipin.com/gongsi/0aed2b8296e46d411HB509U~.html
资深爬虫工程师,武汉·江夏区·光谷,运去哪,15-25K·16薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/73ec6ffb318c55301XFz0t61.html
IAAS/HPC后端工程师,武汉·洪山区·光谷,青云,15-30K·14薪,本科,企业服务,3-5年,https://www.zhipin.com/gongsi/be8d0601af9c77410nV93tW4EQ~~.html
Python开发工程师,武汉·江夏区·光谷东,中软国际,13-25K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
腾讯云网络后台开发工程师,武汉·洪山区·光谷,腾讯,20-40K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
22989-专有云运维平台研发工程师,武汉·洪山区·光谷,腾讯(上海),25-40K·16薪,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/f56f1ceca3c9d04b1n162tS0GFM~.html
Python研发工程师,武汉·江夏区·关山,奇安信集团,16-25K·14薪,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/2380ed19723177f203d82dy6FA~~.html
高级软件工程师（Python或C++）,武汉·江夏区·光谷,万科集团,20-40K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1e26b4e64bd3f0541XZz3NW0GA~~.html
高级云原生研发工程师,武汉·洪山区·光谷,小米,22-30K·14薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html
Python后端开发工程师,武汉,网神信息技术(北...,15-25K,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/f4d46435748422ec1Hd509y9EA~~.html
Linux 高级研发工程师,武汉·洪山区·光谷,青藤云安全,23-35K·14薪,本科,信息安全,3-5年,https://www.zhipin.com/gongsi/8de1f130f2c1340d0XZ_2g~~.html
爬虫工程师,武汉·洪山区·光谷,小米科技,20-40K·14薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/f3ffef2936d5845e1Hd-3926GA~~.html
服务端开发,武汉·洪山区·光谷,北京字节跳动,30-60K·16薪,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
Python研发工程师,武汉·江夏区·光谷,长江证券,13-22K·18薪,硕士,互联网金融,经验不限,https://www.zhipin.com/gongsi/4bf799be97fa31621HF63dk~.html
Python讲师,武汉·江夏区·光谷,千锋互联,20-30K,本科,在线教育,3-5年,https://www.zhipin.com/gongsi/e16de49e319fb39a1nd92Ng~.html
地图数据编译工程师,武汉·洪山区·光谷,EMG,12-20K,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/36c462a9d12d724a0n1z2Ni4Ew~~.html
数据开发工程师,武汉·江夏区·光谷,杭州瑞成信息技术,12-20K·13薪,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/7605a9af13b93f2b1nd82Nq7Fw~~.html
Python高级开发工程师,武汉·东西湖区·吴家山,天融信,15-20K,本科,信息安全,5-10年,https://www.zhipin.com/gongsi/84a0ab8293b2e3611Xd92d61.html
Python开发,武汉·洪山区·岳家嘴,金仕达,11-17K·13薪,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/0b3b89127123b4f41HV72ti-.html
Python开发工程师（现场面试、不笔试）,武汉·洪山区·光谷,博彦科技,11-12K,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/e715aa1be4283fc21nd62tq5.html
Python开发工程师,武汉·江夏区·流芳,光庭,12-18K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/62d985f0f009ee460XR929W5.html
服务端工程师,武汉·江夏区·关山,奇虎360,15-30K·15薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/0ac3daa93b4ee7011XN4.html
Python开发工程师（上市互联网+双休）,武汉·江夏区·光谷,纬创软件,9-14K·13薪,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/fc705eb462e9b27b1HJ-2t60GA~~.html
Python研发工程师,武汉·武昌区·东亭,中孚信息,10-15K,本科,信息安全,1-3年,https://www.zhipin.com/gongsi/6c1b3053936f5c521nR90ti8Eg~~.html
Python工具开发工程师,武汉·江夏区·光谷东,诚迈科技,10-15K,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/9fbed997e41422bd1HB839Q~.html
python助教（接受应届毕业生）,武汉·江夏区·金融港,软帝,4-6K,不限,计算机软件,在校/应届学历,https://www.zhipin.com/gongsi/d3d4f5b7397fc01c0nx43dy9Fg~~.html
python数据处理工程师,武汉·洪山区·光谷,出门问问,8-12K,本科,智能硬件,经验不限,https://www.zhipin.com/gongsi/1f115e0fa9d1944a1nFz39u_.html
Python开发工程师,武汉·江夏区·光谷,柯莱特集团,8-13K,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/879cece58f6a7e7d1XR929W0.html
Python开发工程师/双休六险一金,武汉·江汉区·新华路,法本,9-14K,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/95b4b47ef9141c671nd52ty_.html
Python,武汉·江夏区·金融港,烽火通信,8-13K,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/1f88fdf3e41f97221nN92t66.html
脚本开发工程师,武汉,武汉天喻信息,5-7K,大专,信息安全,经验不限,https://www.zhipin.com/gongsi/2e39dd02846f2bed1XN-0tm7Fw~~.html
算法实习生（Python）,武汉·江夏区·藏龙岛,金山,200-250元/天,本科,互联网,5天/周3个月,https://www.zhipin.com/gongsi/e122d7cfbe0790de0nJ42tu8EA~~.html
Python,武汉·江汉区·唐家墩,北京宜通,9-13K,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/07b949ac966916881H193Nq-.html
Python开发工程师(J10358),武汉,康圣环球,8-10K,本科,医疗健康,1-3年,https://www.zhipin.com/gongsi/36e4addfc74f7ff91nV-29u1EA~~.html
高级Python开发工程师,武汉·武昌区·南湖,易佰网络,11-22K,本科,电子商务,5-10年,https://www.zhipin.com/gongsi/16187be340a4bd9e1HF539y1.html
Python开发工程师,武汉·洪山区·花山,软通动力信息技术集团,14-26K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
python,武汉·江夏区·光谷东,软通动力,12-24K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/c8311034740eee121nVz09S7E1U~.html
通用软件工程师,武汉·江夏区·光谷东,华为,13-26K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
资深Python开发工程师（爬虫）,武汉·江夏区·光谷,运去哪,15-25K·16薪,本科,互联网,5-10年,https://www.zhipin.com/gongsi/73ec6ffb318c55301XFz0t61.html
武汉-后台开发工程师-安全线（子公司）,武汉·洪山区·光谷,腾讯,15-30K·16薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
研发工程师-Python武汉,武汉·江夏区·光谷,绿盟科技,15-30K·14薪,本科,信息安全,经验不限,https://www.zhipin.com/gongsi/56fcc3e5c3f3939d1Xd929q4.html
云平台开发工程师,武汉·洪山区·光谷,青云,15-25K·14薪,本科,企业服务,3-5年,https://www.zhipin.com/gongsi/be8d0601af9c77410nV93tW4EQ~~.html
爬虫工程师,武汉·洪山区·光谷,小米,30-35K·14薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/6f1aa1d6b1d033ad33B43N0~.html
云化软件开发,武汉·江夏区·光谷东,华为技术有限公司,15-30K,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
Python开发工程师,武汉·江夏区·关山,奇安信集团,15-25K,不限,信息安全,3-5年学历,https://www.zhipin.com/gongsi/2380ed19723177f203d82dy6FA~~.html
Python开发,武汉·江夏区·光谷东,中软国际,12-20K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/2d208a8834e4a58203d43Q~~.html
交付开发工程师（python）,武汉·洪山区·岳家嘴,金仕达,11-17K·13薪,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/0b3b89127123b4f41HV72ti-.html
运维开发工程师,武汉·江夏区·光谷,长江证券,13-18K·16薪,硕士,互联网金融,经验不限,https://www.zhipin.com/gongsi/4bf799be97fa31621HF63dk~.html
